media,condition,species,g,plate,time,strainID,strain,well,time_h,batch,OD,replicate,medium_batch
SB,Without mucin,E. tayi,B2P5,P5,12,DSM26961,"E. tayi
(DSM26961)",B2,12,1,0.06399999999999999,2,SB
SB,Without mucin,E. tayi,B2P5,P5,13,DSM26961,"E. tayi
(DSM26961)",B2,13,1,0.044,2,SB
SB,Without mucin,E. tayi,B2P5,P5,14,DSM26961,"E. tayi
(DSM26961)",B2,14,1,0.097,2,SB
SB,Without mucin,E. tayi,B2P5,P5,15,DSM26961,"E. tayi
(DSM26961)",B2,15,1,0.12300000000000001,2,SB
SB,Without mucin,E. tayi,B2P5,P5,16,DSM26961,"E. tayi
(DSM26961)",B2,16,1,0.208,2,SB
SB,Without mucin,E. tayi,B2P5,P5,17,DSM26961,"E. tayi
(DSM26961)",B2,17,1,0.286,2,SB
SB,Without mucin,E. tayi,B2P5,P5,18,DSM26961,"E. tayi
(DSM26961)",B2,18,1,0.283,2,SB
SB,Without mucin,E. tayi,B2P5,P5,19,DSM26961,"E. tayi
(DSM26961)",B2,19,1,0.46499999999999997,2,SB
SB,Without mucin,E. tayi,B2P5,P5,20,DSM26961,"E. tayi
(DSM26961)",B2,20,1,0.489,2,SB
SB,Without mucin,E. tayi,B2P5,P5,21,DSM26961,"E. tayi
(DSM26961)",B2,21,1,0.663,2,SB
SB,Without mucin,E. tayi,B2P5,P5,22,DSM26961,"E. tayi
(DSM26961)",B2,22,1,0.611,2,SB
SB,Without mucin,E. tayi,B2P5,P5,23,DSM26961,"E. tayi
(DSM26961)",B2,23,1,0.697,2,SB
SB,Without mucin,E. tayi,B2P5,P5,24,DSM26961,"E. tayi
(DSM26961)",B2,24,1,0.7819999999999998,2,SB
SB,Without mucin,E. tayi,B2P5,P5,25,DSM26961,"E. tayi
(DSM26961)",B2,25,1,0.912,2,SB
SB,Without mucin,E. tayi,B2P5,P5,26,DSM26961,"E. tayi
(DSM26961)",B2,26,1,0.976,2,SB
SB,Without mucin,E. tayi,B2P5,P5,27,DSM26961,"E. tayi
(DSM26961)",B2,27,1,1.029,2,SB
SB,Without mucin,E. tayi,B2P5,P5,28,DSM26961,"E. tayi
(DSM26961)",B2,28,1,1.076,2,SB
SB,Without mucin,E. tayi,B2P5,P5,29,DSM26961,"E. tayi
(DSM26961)",B2,29,1,1.1,2,SB
SB,Without mucin,E. tayi,B2P5,P5,30,DSM26961,"E. tayi
(DSM26961)",B2,30,1,1.135,2,SB
SB,Without mucin,E. tayi,B3P5,P5,0.5,DSM26961,"E. tayi
(DSM26961)",B3,0.5,1,0,3,SB
SB,Without mucin,E. tayi,B3P5,P5,1,DSM26961,"E. tayi
(DSM26961)",B3,1,1,0,3,SB
SB,Without mucin,E. tayi,B3P5,P5,2,DSM26961,"E. tayi
(DSM26961)",B3,2,1,0,3,SB
SB,Without mucin,E. tayi,B3P5,P5,3,DSM26961,"E. tayi
(DSM26961)",B3,3,1,0.00300000000000002,3,SB
SB,Without mucin,E. tayi,B3P5,P5,4,DSM26961,"E. tayi
(DSM26961)",B3,4,1,0.007000000000000018,3,SB
SB,Without mucin,E. tayi,B3P5,P5,5,DSM26961,"E. tayi
(DSM26961)",B3,5,1,0.01,3,SB
SB,Without mucin,E. tayi,B3P5,P5,6,DSM26961,"E. tayi
(DSM26961)",B3,6,1,0.01,3,SB
SB,Without mucin,E. tayi,B3P5,P5,7,DSM26961,"E. tayi
(DSM26961)",B3,7,1,0.011000000000000001,3,SB
SB,Without mucin,E. tayi,B3P5,P5,8,DSM26961,"E. tayi
(DSM26961)",B3,8,1,0.011000000000000001,3,SB
SB,Without mucin,E. tayi,B3P5,P5,9,DSM26961,"E. tayi
(DSM26961)",B3,9,1,0.014,3,SB
SB,Without mucin,E. tayi,B3P5,P5,10,DSM26961,"E. tayi
(DSM26961)",B3,10,1,0.019000000000000003,3,SB
SB,Without mucin,E. tayi,B3P5,P5,11,DSM26961,"E. tayi
(DSM26961)",B3,11,1,0.037000000000000005,3,SB
SB,Without mucin,E. tayi,B3P5,P5,12,DSM26961,"E. tayi
(DSM26961)",B3,12,1,0.06400000000000004,3,SB
SB,Without mucin,E. tayi,B3P5,P5,13,DSM26961,"E. tayi
(DSM26961)",B3,13,1,0.10200000000000001,3,SB
SB,Without mucin,E. tayi,B3P5,P5,14,DSM26961,"E. tayi
(DSM26961)",B3,14,1,0.093,3,SB
SB,Without mucin,E. tayi,B3P5,P5,15,DSM26961,"E. tayi
(DSM26961)",B3,15,1,0.142,3,SB
SB,Without mucin,E. tayi,B3P5,P5,16,DSM26961,"E. tayi
(DSM26961)",B3,16,1,0.185,3,SB
SB,Without mucin,E. tayi,B3P5,P5,17,DSM26961,"E. tayi
(DSM26961)",B3,17,1,0.217,3,SB
SB,Without mucin,E. tayi,B3P5,P5,18,DSM26961,"E. tayi
(DSM26961)",B3,18,1,0.27899999999999997,3,SB
SB,Without mucin,E. tayi,B3P5,P5,19,DSM26961,"E. tayi
(DSM26961)",B3,19,1,0.355,3,SB
SB,Without mucin,E. tayi,B3P5,P5,20,DSM26961,"E. tayi
(DSM26961)",B3,20,1,0.45899999999999996,3,SB
SB,Without mucin,E. tayi,B3P5,P5,21,DSM26961,"E. tayi
(DSM26961)",B3,21,1,0.473,3,SB
SB,Without mucin,E. tayi,B3P5,P5,22,DSM26961,"E. tayi
(DSM26961)",B3,22,1,0.5449999999999999,3,SB
SB,Without mucin,E. tayi,B3P5,P5,23,DSM26961,"E. tayi
(DSM26961)",B3,23,1,0.613,3,SB
SB,Without mucin,E. tayi,B3P5,P5,24,DSM26961,"E. tayi
(DSM26961)",B3,24,1,0.6839999999999999,3,SB
SB,Without mucin,E. tayi,B3P5,P5,25,DSM26961,"E. tayi
(DSM26961)",B3,25,1,0.763,3,SB
SB,Without mucin,E. tayi,B3P5,P5,26,DSM26961,"E. tayi
(DSM26961)",B3,26,1,0.907,3,SB
SB,Without mucin,E. tayi,B3P5,P5,27,DSM26961,"E. tayi
(DSM26961)",B3,27,1,1.004,3,SB
SB,Without mucin,E. tayi,B3P5,P5,28,DSM26961,"E. tayi
(DSM26961)",B3,28,1,1.056,3,SB
SB,Without mucin,E. tayi,B3P5,P5,29,DSM26961,"E. tayi
(DSM26961)",B3,29,1,1.102,3,SB
SB,Without mucin,E. tayi,B3P5,P5,30,DSM26961,"E. tayi
(DSM26961)",B3,30,1,1.133,3,SB
SB,Without mucin,E. tayi,B1P5,P5,0.5,DSM26961,"E. tayi
(DSM26961)",B1,0.5,1,0,1,SB
SB,Without mucin,E. tayi,B1P5,P5,1,DSM26961,"E. tayi
(DSM26961)",B1,1,1,0,1,SB
SB,Without mucin,E. tayi,B1P5,P5,2,DSM26961,"E. tayi
(DSM26961)",B1,2,1,0.0010000000000000096,1,SB
SB,Without mucin,E. tayi,B1P5,P5,3,DSM26961,"E. tayi
(DSM26961)",B1,3,1,0.006000000000000021,1,SB
SB,Without mucin,E. tayi,B1P5,P5,4,DSM26961,"E. tayi
(DSM26961)",B1,4,1,0.009,1,SB
SB,Without mucin,E. tayi,B1P5,P5,5,DSM26961,"E. tayi
(DSM26961)",B1,5,1,0.014,1,SB
SB,Without mucin,E. tayi,B1P5,P5,6,DSM26961,"E. tayi
(DSM26961)",B1,6,1,0.013,1,SB
SB,Without mucin,E. tayi,B1P5,P5,7,DSM26961,"E. tayi
(DSM26961)",B1,7,1,0.013,1,SB
SB,Without mucin,E. tayi,B1P5,P5,8,DSM26961,"E. tayi
(DSM26961)",B1,8,1,0.013,1,SB
SB,Without mucin,E. tayi,B1P5,P5,9,DSM26961,"E. tayi
(DSM26961)",B1,9,1,0.016,1,SB
SB,Without mucin,E. tayi,B1P5,P5,10,DSM26961,"E. tayi
(DSM26961)",B1,10,1,0.022000000000000006,1,SB
SB,Without mucin,E. tayi,B1P5,P5,11,DSM26961,"E. tayi
(DSM26961)",B1,11,1,0.044,1,SB
SB,Without mucin,E. tayi,B1P5,P5,12,DSM26961,"E. tayi
(DSM26961)",B1,12,1,0.08300000000000005,1,SB
SB,Without mucin,E. tayi,B1P5,P5,13,DSM26961,"E. tayi
(DSM26961)",B1,13,1,0.11,1,SB
SB,Without mucin,E. tayi,B1P5,P5,14,DSM26961,"E. tayi
(DSM26961)",B1,14,1,0.045,1,SB
SB,Without mucin,E. tayi,B1P5,P5,15,DSM26961,"E. tayi
(DSM26961)",B1,15,1,0.099,1,SB
SB,Without mucin,E. tayi,B1P5,P5,16,DSM26961,"E. tayi
(DSM26961)",B1,16,1,0.149,1,SB
SB,Without mucin,E. tayi,B1P5,P5,17,DSM26961,"E. tayi
(DSM26961)",B1,17,1,0.207,1,SB
SB,Without mucin,E. tayi,B1P5,P5,18,DSM26961,"E. tayi
(DSM26961)",B1,18,1,0.215,1,SB
SB,Without mucin,E. tayi,B1P5,P5,19,DSM26961,"E. tayi
(DSM26961)",B1,19,1,0.253,1,SB
SB,Without mucin,E. tayi,B1P5,P5,20,DSM26961,"E. tayi
(DSM26961)",B1,20,1,0.443,1,SB
SB,Without mucin,E. tayi,B1P5,P5,21,DSM26961,"E. tayi
(DSM26961)",B1,21,1,0.3630000000000001,1,SB
SB,Without mucin,E. tayi,B1P5,P5,22,DSM26961,"E. tayi
(DSM26961)",B1,22,1,0.407,1,SB
SB,Without mucin,E. tayi,B1P5,P5,23,DSM26961,"E. tayi
(DSM26961)",B1,23,1,0.579,1,SB
SB,Without mucin,E. tayi,B1P5,P5,24,DSM26961,"E. tayi
(DSM26961)",B1,24,1,0.677,1,SB
SB,Without mucin,E. tayi,B1P5,P5,25,DSM26961,"E. tayi
(DSM26961)",B1,25,1,0.8019999999999999,1,SB
SB,Without mucin,E. tayi,B1P5,P5,26,DSM26961,"E. tayi
(DSM26961)",B1,26,1,0.914,1,SB
SB,Without mucin,E. tayi,B1P5,P5,27,DSM26961,"E. tayi
(DSM26961)",B1,27,1,0.982,1,SB
SB,Without mucin,E. tayi,B1P5,P5,28,DSM26961,"E. tayi
(DSM26961)",B1,28,1,1.034,1,SB
SB,Without mucin,E. tayi,B1P5,P5,29,DSM26961,"E. tayi
(DSM26961)",B1,29,1,1.059,1,SB
SB,Without mucin,E. tayi,B1P5,P5,30,DSM26961,"E. tayi
(DSM26961)",B1,30,1,1.076,1,SB
WCA,With mucin,E. tayi,F3P1,P1,0.5,DSM26961,"E. tayi
(DSM26961)",F3,0.5,1,0,2,WCA
WCA,With mucin,E. tayi,F3P1,P1,1,DSM26961,"E. tayi
(DSM26961)",F3,1,1,0,2,WCA
WCA,With mucin,E. tayi,F3P1,P1,2,DSM26961,"E. tayi
(DSM26961)",F3,2,1,0,2,WCA
WCA,With mucin,E. tayi,F3P1,P1,3,DSM26961,"E. tayi
(DSM26961)",F3,3,1,0.0049999999999999906,2,WCA
WCA,With mucin,E. tayi,F3P1,P1,4,DSM26961,"E. tayi
(DSM26961)",F3,4,1,0.011999999999999999,2,WCA
WCA,With mucin,E. tayi,F3P1,P1,5,DSM26961,"E. tayi
(DSM26961)",F3,5,1,0.023000000000000007,2,WCA
WCA,With mucin,E. tayi,F3P1,P1,6,DSM26961,"E. tayi
(DSM26961)",F3,6,1,0.03100000000000002,2,WCA
WCA,With mucin,E. tayi,F3P1,P1,7,DSM26961,"E. tayi
(DSM26961)",F3,7,1,0.03900000000000002,2,WCA
WCA,With mucin,E. tayi,F3P1,P1,8,DSM26961,"E. tayi
(DSM26961)",F3,8,1,0.049999999999999975,2,WCA
WCA,With mucin,E. tayi,F3P1,P1,9,DSM26961,"E. tayi
(DSM26961)",F3,9,1,0.06099999999999999,2,WCA
WCA,With mucin,E. tayi,F3P1,P1,10,DSM26961,"E. tayi
(DSM26961)",F3,10,1,0.069,2,WCA
WCA,With mucin,E. tayi,F3P1,P1,11,DSM26961,"E. tayi
(DSM26961)",F3,11,1,0.07800000000000001,2,WCA
WCA,With mucin,E. tayi,F3P1,P1,12,DSM26961,"E. tayi
(DSM26961)",F3,12,1,0.08900000000000002,2,WCA
WCA,With mucin,E. tayi,F3P1,P1,13,DSM26961,"E. tayi
(DSM26961)",F3,13,1,0.10500000000000001,2,WCA
WCA,With mucin,E. tayi,F3P1,P1,14,DSM26961,"E. tayi
(DSM26961)",F3,14,1,0.125,2,WCA
WCA,With mucin,E. tayi,F3P1,P1,15,DSM26961,"E. tayi
(DSM26961)",F3,15,1,0.146,2,WCA
WCA,With mucin,E. tayi,F3P1,P1,16,DSM26961,"E. tayi
(DSM26961)",F3,16,1,0.147,2,WCA
WCA,With mucin,E. tayi,F3P1,P1,17,DSM26961,"E. tayi
(DSM26961)",F3,17,1,0.16399999999999998,2,WCA
WCA,With mucin,E. tayi,F3P1,P1,18,DSM26961,"E. tayi
(DSM26961)",F3,18,1,0.175,2,WCA
WCA,With mucin,E. tayi,F3P1,P1,19,DSM26961,"E. tayi
(DSM26961)",F3,19,1,0.19699999999999998,2,WCA
WCA,With mucin,E. tayi,F3P1,P1,20,DSM26961,"E. tayi
(DSM26961)",F3,20,1,0.18,2,WCA
WCA,With mucin,E. tayi,F3P1,P1,21,DSM26961,"E. tayi
(DSM26961)",F3,21,1,0.07600000000000001,2,WCA
WCA,With mucin,E. tayi,F3P1,P1,22,DSM26961,"E. tayi
(DSM26961)",F3,22,1,0.092,2,WCA
WCA,With mucin,E. tayi,F3P1,P1,24,DSM26961,"E. tayi
(DSM26961)",F3,24,1,0.2980000000000001,2,WCA
WCA,With mucin,E. tayi,F3P1,P1,25,DSM26961,"E. tayi
(DSM26961)",F3,25,1,0.579,2,WCA
WCA,With mucin,E. tayi,F3P1,P1,26,DSM26961,"E. tayi
(DSM26961)",F3,26,1,0.643,2,WCA
WCA,With mucin,E. tayi,F3P1,P1,27,DSM26961,"E. tayi
(DSM26961)",F3,27,1,0.738,2,WCA
WCA,With mucin,E. tayi,F3P1,P1,28,DSM26961,"E. tayi
(DSM26961)",F3,28,1,0.7939999999999999,2,WCA
WCA,With mucin,E. tayi,F3P1,P1,29,DSM26961,"E. tayi
(DSM26961)",F3,29,1,0.8690000000000001,2,WCA
WCA,With mucin,E. tayi,F3P1,P1,30,DSM26961,"E. tayi
(DSM26961)",F3,30,1,0.9420000000000001,2,WCA
WCA,With mucin,E. tayi,G3P1,P1,0.5,DSM26961,"E. tayi
(DSM26961)",G3,0.5,1,0,3,WCA
WCA,With mucin,E. tayi,G3P1,P1,1,DSM26961,"E. tayi
(DSM26961)",G3,1,1,0,3,WCA
WCA,With mucin,E. tayi,G3P1,P1,2,DSM26961,"E. tayi
(DSM26961)",G3,2,1,0,3,WCA
WCA,With mucin,E. tayi,G3P1,P1,3,DSM26961,"E. tayi
(DSM26961)",G3,3,1,9.999999999999905e-4,3,WCA
WCA,With mucin,E. tayi,G3P1,P1,4,DSM26961,"E. tayi
(DSM26961)",G3,4,1,0.013,3,WCA
WCA,With mucin,E. tayi,G3P1,P1,5,DSM26961,"E. tayi
(DSM26961)",G3,5,1,0.02599999999999998,3,WCA
WCA,With mucin,E. tayi,G3P1,P1,6,DSM26961,"E. tayi
(DSM26961)",G3,6,1,0.04,3,WCA
WCA,With mucin,E. tayi,G3P1,P1,7,DSM26961,"E. tayi
(DSM26961)",G3,7,1,0.05100000000000001,3,WCA
WCA,With mucin,E. tayi,G3P1,P1,8,DSM26961,"E. tayi
(DSM26961)",G3,8,1,0.06600000000000003,3,WCA
WCA,With mucin,E. tayi,G3P1,P1,9,DSM26961,"E. tayi
(DSM26961)",G3,9,1,0.07899999999999999,3,WCA
WCA,With mucin,E. tayi,G3P1,P1,10,DSM26961,"E. tayi
(DSM26961)",G3,10,1,0.093,3,WCA
WCA,With mucin,E. tayi,G3P1,P1,11,DSM26961,"E. tayi
(DSM26961)",G3,11,1,0.10300000000000001,3,WCA
WCA,With mucin,E. tayi,G3P1,P1,12,DSM26961,"E. tayi
(DSM26961)",G3,12,1,0.112,3,WCA
WCA,With mucin,E. tayi,G3P1,P1,13,DSM26961,"E. tayi
(DSM26961)",G3,13,1,0.117,3,WCA
WCA,With mucin,E. tayi,G3P1,P1,14,DSM26961,"E. tayi
(DSM26961)",G3,14,1,0.128,3,WCA
WCA,With mucin,E. tayi,G3P1,P1,15,DSM26961,"E. tayi
(DSM26961)",G3,15,1,0.13,3,WCA
WCA,With mucin,E. tayi,G3P1,P1,16,DSM26961,"E. tayi
(DSM26961)",G3,16,1,0.13799999999999998,3,WCA
WCA,With mucin,E. tayi,G3P1,P1,17,DSM26961,"E. tayi
(DSM26961)",G3,17,1,0.149,3,WCA
WCA,With mucin,E. tayi,G3P1,P1,18,DSM26961,"E. tayi
(DSM26961)",G3,18,1,0.16,3,WCA
WCA,With mucin,E. tayi,G3P1,P1,19,DSM26961,"E. tayi
(DSM26961)",G3,19,1,0.188,3,WCA
WCA,With mucin,E. tayi,G3P1,P1,20,DSM26961,"E. tayi
(DSM26961)",G3,20,1,0.152,3,WCA
WCA,With mucin,E. tayi,G3P1,P1,21,DSM26961,"E. tayi
(DSM26961)",G3,21,1,0.143,3,WCA
WCA,With mucin,E. tayi,G3P1,P1,22,DSM26961,"E. tayi
(DSM26961)",G3,22,1,0.266,3,WCA
WCA,With mucin,E. tayi,G3P1,P1,23,DSM26961,"E. tayi
(DSM26961)",G3,23,1,0.4849999999999999,3,WCA
WCA,With mucin,E. tayi,G3P1,P1,24,DSM26961,"E. tayi
(DSM26961)",G3,24,1,0.443,3,WCA
WCA,With mucin,E. tayi,G3P1,P1,25,DSM26961,"E. tayi
(DSM26961)",G3,25,1,0.496,3,WCA
WCA,With mucin,E. tayi,G3P1,P1,26,DSM26961,"E. tayi
(DSM26961)",G3,26,1,0.55,3,WCA
WCA,With mucin,E. tayi,G3P1,P1,27,DSM26961,"E. tayi
(DSM26961)",G3,27,1,0.6519999999999999,3,WCA
WCA,With mucin,E. tayi,G3P1,P1,28,DSM26961,"E. tayi
(DSM26961)",G3,28,1,0.7289999999999999,3,WCA
WCA,With mucin,E. tayi,G3P1,P1,29,DSM26961,"E. tayi
(DSM26961)",G3,29,1,0.8119999999999998,3,WCA
WCA,With mucin,E. tayi,G3P1,P1,30,DSM26961,"E. tayi
(DSM26961)",G3,30,1,0.853,3,WCA
WCA,With mucin,E. tayi,E3P1,P1,0.5,DSM26961,"E. tayi
(DSM26961)",E3,0.5,1,0,1,WCA
WCA,With mucin,E. tayi,E3P1,P1,1,DSM26961,"E. tayi
(DSM26961)",E3,1,1,0,1,WCA
WCA,With mucin,E. tayi,E3P1,P1,2,DSM26961,"E. tayi
(DSM26961)",E3,2,1,0,1,WCA
WCA,With mucin,E. tayi,E3P1,P1,3,DSM26961,"E. tayi
(DSM26961)",E3,3,1,0,1,WCA
WCA,With mucin,E. tayi,E3P1,P1,4,DSM26961,"E. tayi
(DSM26961)",E3,4,1,0.00599999999999999,1,WCA
WCA,With mucin,E. tayi,E3P1,P1,5,DSM26961,"E. tayi
(DSM26961)",E3,5,1,0.011999999999999999,1,WCA
WCA,With mucin,E. tayi,E3P1,P1,6,DSM26961,"E. tayi
(DSM26961)",E3,6,1,0.020999999999999977,1,WCA
WCA,With mucin,E. tayi,E3P1,P1,7,DSM26961,"E. tayi
(DSM26961)",E3,7,1,0.02899999999999999,1,WCA
WCA,With mucin,E. tayi,E3P1,P1,8,DSM26961,"E. tayi
(DSM26961)",E3,8,1,0.04,1,WCA
WCA,With mucin,E. tayi,E3P1,P1,9,DSM26961,"E. tayi
(DSM26961)",E3,9,1,0.057000000000000016,1,WCA
WCA,With mucin,E. tayi,E3P1,P1,10,DSM26961,"E. tayi
(DSM26961)",E3,10,1,0.07799999999999999,1,WCA
WCA,With mucin,E. tayi,E3P1,P1,11,DSM26961,"E. tayi
(DSM26961)",E3,11,1,0.097,1,WCA
WCA,With mucin,E. tayi,E3P1,P1,12,DSM26961,"E. tayi
(DSM26961)",E3,12,1,0.114,1,WCA
WCA,With mucin,E. tayi,E3P1,P1,13,DSM26961,"E. tayi
(DSM26961)",E3,13,1,0.127,1,WCA
WCA,With mucin,E. tayi,E3P1,P1,14,DSM26961,"E. tayi
(DSM26961)",E3,14,1,0.147,1,WCA
WCA,With mucin,E. tayi,E3P1,P1,15,DSM26961,"E. tayi
(DSM26961)",E3,15,1,0.156,1,WCA
WCA,With mucin,E. tayi,E3P1,P1,16,DSM26961,"E. tayi
(DSM26961)",E3,16,1,0.16699999999999998,1,WCA
WCA,With mucin,E. tayi,E3P1,P1,17,DSM26961,"E. tayi
(DSM26961)",E3,17,1,0.187,1,WCA
WCA,With mucin,E. tayi,E3P1,P1,18,DSM26961,"E. tayi
(DSM26961)",E3,18,1,0.216,1,WCA
WCA,With mucin,E. tayi,E3P1,P1,19,DSM26961,"E. tayi
(DSM26961)",E3,19,1,0.177,1,WCA
WCA,With mucin,E. tayi,E3P1,P1,20,DSM26961,"E. tayi
(DSM26961)",E3,20,1,0.261,1,WCA
WCA,With mucin,E. tayi,E3P1,P1,22,DSM26961,"E. tayi
(DSM26961)",E3,22,1,0.15,1,WCA
WCA,With mucin,E. tayi,E3P1,P1,23,DSM26961,"E. tayi
(DSM26961)",E3,23,1,0.316,1,WCA
WCA,With mucin,E. tayi,E3P1,P1,24,DSM26961,"E. tayi
(DSM26961)",E3,24,1,0.573,1,WCA
WCA,With mucin,E. tayi,E3P1,P1,25,DSM26961,"E. tayi
(DSM26961)",E3,25,1,0.13999999999999999,1,WCA
WCA,With mucin,E. tayi,E3P1,P1,26,DSM26961,"E. tayi
(DSM26961)",E3,26,1,0.328,1,WCA
WCA,With mucin,E. tayi,E3P1,P1,27,DSM26961,"E. tayi
(DSM26961)",E3,27,1,0.6379999999999999,1,WCA
WCA,With mucin,E. tayi,E3P1,P1,28,DSM26961,"E. tayi
(DSM26961)",E3,28,1,0.726,1,WCA
WCA,With mucin,E. tayi,E3P1,P1,29,DSM26961,"E. tayi
(DSM26961)",E3,29,1,0.835,1,WCA
WCA,With mucin,E. tayi,E3P1,P1,30,DSM26961,"E. tayi
(DSM26961)",E3,30,1,0.7589999999999999,1,WCA
WCA,Without mucin,E. tayi,B3P1,P1,0.5,DSM26961,"E. tayi
(DSM26961)",B3,0.5,1,0,2,WCA
WCA,Without mucin,E. tayi,B3P1,P1,1,DSM26961,"E. tayi
(DSM26961)",B3,1,1,0,2,WCA
WCA,Without mucin,E. tayi,B3P1,P1,2,DSM26961,"E. tayi
(DSM26961)",B3,2,1,0,2,WCA
WCA,Without mucin,E. tayi,B3P1,P1,3,DSM26961,"E. tayi
(DSM26961)",B3,3,1,0,2,WCA
WCA,Without mucin,E. tayi,B3P1,P1,4,DSM26961,"E. tayi
(DSM26961)",B3,4,1,0,2,WCA
WCA,Without mucin,E. tayi,B3P1,P1,5,DSM26961,"E. tayi
(DSM26961)",B3,5,1,0.00399999999999999,2,WCA
WCA,Without mucin,E. tayi,B3P1,P1,6,DSM26961,"E. tayi
(DSM26961)",B3,6,1,0.007999999999999998,2,WCA
WCA,Without mucin,E. tayi,B3P1,P1,7,DSM26961,"E. tayi
(DSM26961)",B3,7,1,0.011000000000000001,2,WCA
WCA,Without mucin,E. tayi,B3P1,P1,8,DSM26961,"E. tayi
(DSM26961)",B3,8,1,0.014,2,WCA
WCA,Without mucin,E. tayi,B3P1,P1,9,DSM26961,"E. tayi
(DSM26961)",B3,9,1,0.016,2,WCA
WCA,Without mucin,E. tayi,B3P1,P1,10,DSM26961,"E. tayi
(DSM26961)",B3,10,1,0.019000000000000003,2,WCA
WCA,Without mucin,E. tayi,B3P1,P1,11,DSM26961,"E. tayi
(DSM26961)",B3,11,1,0.02100000000000001,2,WCA
WCA,Without mucin,E. tayi,B3P1,P1,12,DSM26961,"E. tayi
(DSM26961)",B3,12,1,0.022000000000000006,2,WCA
WCA,Without mucin,E. tayi,B3P1,P1,13,DSM26961,"E. tayi
(DSM26961)",B3,13,1,0.02599999999999998,2,WCA
WCA,Without mucin,E. tayi,B3P1,P1,14,DSM26961,"E. tayi
(DSM26961)",B3,14,1,0.02799999999999999,2,WCA
WCA,Without mucin,E. tayi,B3P1,P1,15,DSM26961,"E. tayi
(DSM26961)",B3,15,1,0.03699999999999999,2,WCA
WCA,Without mucin,E. tayi,B3P1,P1,16,DSM26961,"E. tayi
(DSM26961)",B3,16,1,0.02000000000000001,2,WCA
WCA,Without mucin,E. tayi,B3P1,P1,17,DSM26961,"E. tayi
(DSM26961)",B3,17,1,0.02599999999999998,2,WCA
WCA,Without mucin,E. tayi,B3P1,P1,18,DSM26961,"E. tayi
(DSM26961)",B3,18,1,0.029999999999999985,2,WCA
WCA,Without mucin,E. tayi,B3P1,P1,19,DSM26961,"E. tayi
(DSM26961)",B3,19,1,0.044,2,WCA
WCA,Without mucin,E. tayi,B3P1,P1,20,DSM26961,"E. tayi
(DSM26961)",B3,20,1,0.07600000000000001,2,WCA
WCA,Without mucin,E. tayi,B3P1,P1,21,DSM26961,"E. tayi
(DSM26961)",B3,21,1,0.07300000000000001,2,WCA
WCA,Without mucin,E. tayi,B3P1,P1,22,DSM26961,"E. tayi
(DSM26961)",B3,22,1,0.08600000000000002,2,WCA
WCA,Without mucin,E. tayi,B3P1,P1,23,DSM26961,"E. tayi
(DSM26961)",B3,23,1,0.10700000000000001,2,WCA
WCA,Without mucin,E. tayi,B3P1,P1,24,DSM26961,"E. tayi
(DSM26961)",B3,24,1,0.126,2,WCA
WCA,Without mucin,E. tayi,B3P1,P1,25,DSM26961,"E. tayi
(DSM26961)",B3,25,1,0.172,2,WCA
WCA,Without mucin,E. tayi,B3P1,P1,26,DSM26961,"E. tayi
(DSM26961)",B3,26,1,0.174,2,WCA
WCA,Without mucin,E. tayi,B3P1,P1,27,DSM26961,"E. tayi
(DSM26961)",B3,27,1,0.23299999999999998,2,WCA
WCA,Without mucin,E. tayi,B3P1,P1,28,DSM26961,"E. tayi
(DSM26961)",B3,28,1,0.375,2,WCA
WCA,Without mucin,E. tayi,B3P1,P1,29,DSM26961,"E. tayi
(DSM26961)",B3,29,1,0.295,2,WCA
WCA,Without mucin,E. tayi,B3P1,P1,30,DSM26961,"E. tayi
(DSM26961)",B3,30,1,0.5619999999999999,2,WCA
WCA,Without mucin,E. tayi,A3P1,P1,0.5,DSM26961,"E. tayi
(DSM26961)",A3,0.5,1,0,1,WCA
WCA,Without mucin,E. tayi,A3P1,P1,1,DSM26961,"E. tayi
(DSM26961)",A3,1,1,0,1,WCA
WCA,Without mucin,E. tayi,A3P1,P1,2,DSM26961,"E. tayi
(DSM26961)",A3,2,1,0,1,WCA
WCA,Without mucin,E. tayi,A3P1,P1,3,DSM26961,"E. tayi
(DSM26961)",A3,3,1,0,1,WCA
WCA,Without mucin,E. tayi,A3P1,P1,4,DSM26961,"E. tayi
(DSM26961)",A3,4,1,9.999999999999905e-4,1,WCA
WCA,Without mucin,E. tayi,A3P1,P1,5,DSM26961,"E. tayi
(DSM26961)",A3,5,1,0.0049999999999999906,1,WCA
WCA,Without mucin,E. tayi,A3P1,P1,6,DSM26961,"E. tayi
(DSM26961)",A3,6,1,0.007999999999999998,1,WCA
WCA,Without mucin,E. tayi,A3P1,P1,7,DSM26961,"E. tayi
(DSM26961)",A3,7,1,0.011000000000000001,1,WCA
WCA,Without mucin,E. tayi,A3P1,P1,8,DSM26961,"E. tayi
(DSM26961)",A3,8,1,0.014,1,WCA
WCA,Without mucin,E. tayi,A3P1,P1,9,DSM26961,"E. tayi
(DSM26961)",A3,9,1,0.016,1,WCA
WCA,Without mucin,E. tayi,A3P1,P1,10,DSM26961,"E. tayi
(DSM26961)",A3,10,1,0.018000000000000002,1,WCA
WCA,Without mucin,E. tayi,A3P1,P1,11,DSM26961,"E. tayi
(DSM26961)",A3,11,1,0.019000000000000003,1,WCA
