media,condition,species,g,plate,time,strainID,strain,well,time_h,batch,OD,replicate,medium_batch
GMM+LAB,With mucin,E. tayi,G2P5,P5,20,DSM26961,"E. tayi
(DSM26961)",G2,20,1,0,3,GMM+LAB
GMM+LAB,With mucin,E. tayi,G2P5,P5,21,DSM26961,"E. tayi
(DSM26961)",G2,21,1,0,3,GMM+LAB
GMM+LAB,With mucin,E. tayi,G2P5,P5,22,DSM26961,"E. tayi
(DSM26961)",G2,22,1,0,3,GMM+LAB
GMM+LAB,With mucin,E. tayi,G2P5,P5,23,DSM26961,"E. tayi
(DSM26961)",G2,23,1,0,3,GMM+LAB
GMM+LAB,With mucin,E. tayi,G2P5,P5,24,DSM26961,"E. tayi
(DSM26961)",G2,24,1,0,3,GMM+LAB
GMM+LAB,With mucin,E. tayi,G2P5,P5,25,DSM26961,"E. tayi
(DSM26961)",G2,25,1,0,3,GMM+LAB
GMM+LAB,With mucin,E. tayi,G2P5,P5,26,DSM26961,"E. tayi
(DSM26961)",G2,26,1,0,3,GMM+LAB
GMM+LAB,With mucin,E. tayi,G2P5,P5,27,DSM26961,"E. tayi
(DSM26961)",G2,27,1,0,3,GMM+LAB
GMM+LAB,With mucin,E. tayi,G2P5,P5,28,DSM26961,"E. tayi
(DSM26961)",G2,28,1,0,3,GMM+LAB
GMM+LAB,With mucin,E. tayi,G2P5,P5,29,DSM26961,"E. tayi
(DSM26961)",G2,29,1,0,3,GMM+LAB
GMM+LAB,With mucin,E. tayi,G2P5,P5,30,DSM26961,"E. tayi
(DSM26961)",G2,30,1,0,3,GMM+LAB
GMM+LAB,Without mucin,E. tayi,C2P5,P5,0.5,DSM26961,"E. tayi
(DSM26961)",C2,0.5,1,0,3,GMM+LAB
GMM+LAB,Without mucin,E. tayi,C2P5,P5,1,DSM26961,"E. tayi
(DSM26961)",C2,1,1,0,3,GMM+LAB
GMM+LAB,Without mucin,E. tayi,C2P5,P5,2,DSM26961,"E. tayi
(DSM26961)",C2,2,1,0,3,GMM+LAB
GMM+LAB,Without mucin,E. tayi,C2P5,P5,3,DSM26961,"E. tayi
(DSM26961)",C2,3,1,0,3,GMM+LAB
GMM+LAB,Without mucin,E. tayi,C2P5,P5,4,DSM26961,"E. tayi
(DSM26961)",C2,4,1,0,3,GMM+LAB
GMM+LAB,Without mucin,E. tayi,C2P5,P5,5,DSM26961,"E. tayi
(DSM26961)",C2,5,1,0,3,GMM+LAB
GMM+LAB,Without mucin,E. tayi,C2P5,P5,6,DSM26961,"E. tayi
(DSM26961)",C2,6,1,0,3,GMM+LAB
GMM+LAB,Without mucin,E. tayi,C2P5,P5,7,DSM26961,"E. tayi
(DSM26961)",C2,7,1,0,3,GMM+LAB
GMM+LAB,Without mucin,E. tayi,C2P5,P5,8,DSM26961,"E. tayi
(DSM26961)",C2,8,1,0,3,GMM+LAB
GMM+LAB,Without mucin,E. tayi,C2P5,P5,9,DSM26961,"E. tayi
(DSM26961)",C2,9,1,0,3,GMM+LAB
GMM+LAB,Without mucin,E. tayi,C2P5,P5,10,DSM26961,"E. tayi
(DSM26961)",C2,10,1,0,3,GMM+LAB
GMM+LAB,Without mucin,E. tayi,C2P5,P5,11,DSM26961,"E. tayi
(DSM26961)",C2,11,1,0,3,GMM+LAB
GMM+LAB,Without mucin,E. tayi,C2P5,P5,12,DSM26961,"E. tayi
(DSM26961)",C2,12,1,0,3,GMM+LAB
GMM+LAB,Without mucin,E. tayi,C2P5,P5,13,DSM26961,"E. tayi
(DSM26961)",C2,13,1,0,3,GMM+LAB
GMM+LAB,Without mucin,E. tayi,C2P5,P5,14,DSM26961,"E. tayi
(DSM26961)",C2,14,1,0,3,GMM+LAB
GMM+LAB,Without mucin,E. tayi,C2P5,P5,15,DSM26961,"E. tayi
(DSM26961)",C2,15,1,0,3,GMM+LAB
GMM+LAB,Without mucin,E. tayi,C2P5,P5,16,DSM26961,"E. tayi
(DSM26961)",C2,16,1,0,3,GMM+LAB
GMM+LAB,Without mucin,E. tayi,C2P5,P5,17,DSM26961,"E. tayi
(DSM26961)",C2,17,1,0,3,GMM+LAB
GMM+LAB,Without mucin,E. tayi,C2P5,P5,18,DSM26961,"E. tayi
(DSM26961)",C2,18,1,0,3,GMM+LAB
GMM+LAB,Without mucin,E. tayi,C2P5,P5,19,DSM26961,"E. tayi
(DSM26961)",C2,19,1,0,3,GMM+LAB
GMM+LAB,Without mucin,E. tayi,C2P5,P5,20,DSM26961,"E. tayi
(DSM26961)",C2,20,1,0,3,GMM+LAB
GMM+LAB,Without mucin,E. tayi,C2P5,P5,21,DSM26961,"E. tayi
(DSM26961)",C2,21,1,0,3,GMM+LAB
GMM+LAB,Without mucin,E. tayi,C2P5,P5,22,DSM26961,"E. tayi
(DSM26961)",C2,22,1,0,3,GMM+LAB
GMM+LAB,Without mucin,E. tayi,C2P5,P5,23,DSM26961,"E. tayi
(DSM26961)",C2,23,1,0,3,GMM+LAB
GMM+LAB,Without mucin,E. tayi,C2P5,P5,24,DSM26961,"E. tayi
(DSM26961)",C2,24,1,0,3,GMM+LAB
GMM+LAB,Without mucin,E. tayi,C2P5,P5,25,DSM26961,"E. tayi
(DSM26961)",C2,25,1,0,3,GMM+LAB
GMM+LAB,Without mucin,E. tayi,C2P5,P5,26,DSM26961,"E. tayi
(DSM26961)",C2,26,1,0,3,GMM+LAB
GMM+LAB,Without mucin,E. tayi,C2P5,P5,27,DSM26961,"E. tayi
(DSM26961)",C2,27,1,0,3,GMM+LAB
GMM+LAB,Without mucin,E. tayi,C2P5,P5,28,DSM26961,"E. tayi
(DSM26961)",C2,28,1,0,3,GMM+LAB
GMM+LAB,Without mucin,E. tayi,C2P5,P5,29,DSM26961,"E. tayi
(DSM26961)",C2,29,1,0,3,GMM+LAB
GMM+LAB,Without mucin,E. tayi,C2P5,P5,30,DSM26961,"E. tayi
(DSM26961)",C2,30,1,0,3,GMM+LAB
GMM+LAB,Without mucin,E. tayi,D2P5,P5,0.5,DSM26961,"E. tayi
(DSM26961)",D2,0.5,1,8.000000000000008e-4,4,GMM+LAB
GMM+LAB,Without mucin,E. tayi,D2P5,P5,1,DSM26961,"E. tayi
(DSM26961)",D2,1,1,0,4,GMM+LAB
GMM+LAB,Without mucin,E. tayi,D2P5,P5,2,DSM26961,"E. tayi
(DSM26961)",D2,2,1,0,4,GMM+LAB
GMM+LAB,Without mucin,E. tayi,D2P5,P5,3,DSM26961,"E. tayi
(DSM26961)",D2,3,1,0,4,GMM+LAB
GMM+LAB,Without mucin,E. tayi,D2P5,P5,4,DSM26961,"E. tayi
(DSM26961)",D2,4,1,0,4,GMM+LAB
GMM+LAB,Without mucin,E. tayi,D2P5,P5,5,DSM26961,"E. tayi
(DSM26961)",D2,5,1,0,4,GMM+LAB
GMM+LAB,Without mucin,E. tayi,D2P5,P5,6,DSM26961,"E. tayi
(DSM26961)",D2,6,1,0,4,GMM+LAB
GMM+LAB,Without mucin,E. tayi,D2P5,P5,7,DSM26961,"E. tayi
(DSM26961)",D2,7,1,0,4,GMM+LAB
GMM+LAB,Without mucin,E. tayi,D2P5,P5,8,DSM26961,"E. tayi
(DSM26961)",D2,8,1,0,4,GMM+LAB
GMM+LAB,Without mucin,E. tayi,D2P5,P5,9,DSM26961,"E. tayi
(DSM26961)",D2,9,1,0,4,GMM+LAB
GMM+LAB,Without mucin,E. tayi,D2P5,P5,10,DSM26961,"E. tayi
(DSM26961)",D2,10,1,0,4,GMM+LAB
GMM+LAB,Without mucin,E. tayi,D2P5,P5,11,DSM26961,"E. tayi
(DSM26961)",D2,11,1,0,4,GMM+LAB
GMM+LAB,Without mucin,E. tayi,D2P5,P5,12,DSM26961,"E. tayi
(DSM26961)",D2,12,1,0,4,GMM+LAB
GMM+LAB,Without mucin,E. tayi,D2P5,P5,13,DSM26961,"E. tayi
(DSM26961)",D2,13,1,0,4,GMM+LAB
GMM+LAB,Without mucin,E. tayi,D2P5,P5,14,DSM26961,"E. tayi
(DSM26961)",D2,14,1,0,4,GMM+LAB
GMM+LAB,Without mucin,E. tayi,D2P5,P5,15,DSM26961,"E. tayi
(DSM26961)",D2,15,1,0,4,GMM+LAB
GMM+LAB,Without mucin,E. tayi,D2P5,P5,16,DSM26961,"E. tayi
(DSM26961)",D2,16,1,0,4,GMM+LAB
GMM+LAB,Without mucin,E. tayi,D2P5,P5,17,DSM26961,"E. tayi
(DSM26961)",D2,17,1,0,4,GMM+LAB
GMM+LAB,Without mucin,E. tayi,D2P5,P5,18,DSM26961,"E. tayi
(DSM26961)",D2,18,1,0,4,GMM+LAB
GMM+LAB,Without mucin,E. tayi,D2P5,P5,19,DSM26961,"E. tayi
(DSM26961)",D2,19,1,0,4,GMM+LAB
GMM+LAB,Without mucin,E. tayi,D2P5,P5,20,DSM26961,"E. tayi
(DSM26961)",D2,20,1,0,4,GMM+LAB
GMM+LAB,Without mucin,E. tayi,D2P5,P5,21,DSM26961,"E. tayi
(DSM26961)",D2,21,1,0,4,GMM+LAB
GMM+LAB,Without mucin,E. tayi,D2P5,P5,22,DSM26961,"E. tayi
(DSM26961)",D2,22,1,0,4,GMM+LAB
GMM+LAB,Without mucin,E. tayi,D2P5,P5,23,DSM26961,"E. tayi
(DSM26961)",D2,23,1,0,4,GMM+LAB
GMM+LAB,Without mucin,E. tayi,D2P5,P5,24,DSM26961,"E. tayi
(DSM26961)",D2,24,1,0,4,GMM+LAB
GMM+LAB,Without mucin,E. tayi,D2P5,P5,25,DSM26961,"E. tayi
(DSM26961)",D2,25,1,0,4,GMM+LAB
GMM+LAB,Without mucin,E. tayi,D2P5,P5,26,DSM26961,"E. tayi
(DSM26961)",D2,26,1,0,4,GMM+LAB
GMM+LAB,Without mucin,E. tayi,D2P5,P5,27,DSM26961,"E. tayi
(DSM26961)",D2,27,1,0,4,GMM+LAB
GMM+LAB,Without mucin,E. tayi,D2P5,P5,28,DSM26961,"E. tayi
(DSM26961)",D2,28,1,0,4,GMM+LAB
GMM+LAB,Without mucin,E. tayi,D2P5,P5,29,DSM26961,"E. tayi
(DSM26961)",D2,29,1,0,4,GMM+LAB
GMM+LAB,Without mucin,E. tayi,D2P5,P5,30,DSM26961,"E. tayi
(DSM26961)",D2,30,1,0,4,GMM+LAB
GMM+LAB,Without mucin,E. tayi,B2P5,P5,0.5,DSM26961,"E. tayi
(DSM26961)",B2,0.5,1,0,2,GMM+LAB
GMM+LAB,Without mucin,E. tayi,B2P5,P5,1,DSM26961,"E. tayi
(DSM26961)",B2,1,1,0,2,GMM+LAB
GMM+LAB,Without mucin,E. tayi,B2P5,P5,2,DSM26961,"E. tayi
(DSM26961)",B2,2,1,0,2,GMM+LAB
GMM+LAB,Without mucin,E. tayi,B2P5,P5,3,DSM26961,"E. tayi
(DSM26961)",B2,3,1,0,2,GMM+LAB
GMM+LAB,Without mucin,E. tayi,B2P5,P5,4,DSM26961,"E. tayi
(DSM26961)",B2,4,1,0,2,GMM+LAB
GMM+LAB,Without mucin,E. tayi,B2P5,P5,5,DSM26961,"E. tayi
(DSM26961)",B2,5,1,0,2,GMM+LAB
GMM+LAB,Without mucin,E. tayi,B2P5,P5,6,DSM26961,"E. tayi
(DSM26961)",B2,6,1,0,2,GMM+LAB
GMM+LAB,Without mucin,E. tayi,B2P5,P5,7,DSM26961,"E. tayi
(DSM26961)",B2,7,1,0,2,GMM+LAB
GMM+LAB,Without mucin,E. tayi,B2P5,P5,8,DSM26961,"E. tayi
(DSM26961)",B2,8,1,0,2,GMM+LAB
GMM+LAB,Without mucin,E. tayi,B2P5,P5,9,DSM26961,"E. tayi
(DSM26961)",B2,9,1,0,2,GMM+LAB
GMM+LAB,Without mucin,E. tayi,B2P5,P5,10,DSM26961,"E. tayi
(DSM26961)",B2,10,1,0,2,GMM+LAB
GMM+LAB,Without mucin,E. tayi,B2P5,P5,11,DSM26961,"E. tayi
(DSM26961)",B2,11,1,0,2,GMM+LAB
GMM+LAB,Without mucin,E. tayi,B2P5,P5,12,DSM26961,"E. tayi
(DSM26961)",B2,12,1,0,2,GMM+LAB
GMM+LAB,Without mucin,E. tayi,B2P5,P5,13,DSM26961,"E. tayi
(DSM26961)",B2,13,1,0,2,GMM+LAB
GMM+LAB,Without mucin,E. tayi,B2P5,P5,14,DSM26961,"E. tayi
(DSM26961)",B2,14,1,0,2,GMM+LAB
GMM+LAB,Without mucin,E. tayi,B2P5,P5,15,DSM26961,"E. tayi
(DSM26961)",B2,15,1,0,2,GMM+LAB
GMM+LAB,Without mucin,E. tayi,B2P5,P5,16,DSM26961,"E. tayi
(DSM26961)",B2,16,1,0,2,GMM+LAB
GMM+LAB,Without mucin,E. tayi,B2P5,P5,17,DSM26961,"E. tayi
(DSM26961)",B2,17,1,0,2,GMM+LAB
GMM+LAB,Without mucin,E. tayi,B2P5,P5,18,DSM26961,"E. tayi
(DSM26961)",B2,18,1,0,2,GMM+LAB
GMM+LAB,Without mucin,E. tayi,B2P5,P5,19,DSM26961,"E. tayi
(DSM26961)",B2,19,1,0,2,GMM+LAB
GMM+LAB,Without mucin,E. tayi,B2P5,P5,20,DSM26961,"E. tayi
(DSM26961)",B2,20,1,0,2,GMM+LAB
GMM+LAB,Without mucin,E. tayi,B2P5,P5,21,DSM26961,"E. tayi
(DSM26961)",B2,21,1,0,2,GMM+LAB
GMM+LAB,Without mucin,E. tayi,B2P5,P5,22,DSM26961,"E. tayi
(DSM26961)",B2,22,1,0,2,GMM+LAB
GMM+LAB,Without mucin,E. tayi,B2P5,P5,23,DSM26961,"E. tayi
(DSM26961)",B2,23,1,0,2,GMM+LAB
GMM+LAB,Without mucin,E. tayi,B2P5,P5,24,DSM26961,"E. tayi
(DSM26961)",B2,24,1,0,2,GMM+LAB
GMM+LAB,Without mucin,E. tayi,B2P5,P5,25,DSM26961,"E. tayi
(DSM26961)",B2,25,1,0,2,GMM+LAB
GMM+LAB,Without mucin,E. tayi,B2P5,P5,26,DSM26961,"E. tayi
(DSM26961)",B2,26,1,0,2,GMM+LAB
GMM+LAB,Without mucin,E. tayi,B2P5,P5,27,DSM26961,"E. tayi
(DSM26961)",B2,27,1,0,2,GMM+LAB
GMM+LAB,Without mucin,E. tayi,B2P5,P5,28,DSM26961,"E. tayi
(DSM26961)",B2,28,1,0,2,GMM+LAB
GMM+LAB,Without mucin,E. tayi,B2P5,P5,29,DSM26961,"E. tayi
(DSM26961)",B2,29,1,0,2,GMM+LAB
GMM+LAB,Without mucin,E. tayi,B2P5,P5,30,DSM26961,"E. tayi
(DSM26961)",B2,30,1,0,2,GMM+LAB
SB,With mucin,E. tayi,B8P5,P5,0.5,DSM26961,"E. tayi
(DSM26961)",B8,0.5,1,0,2,SB
SB,With mucin,E. tayi,B8P5,P5,1,DSM26961,"E. tayi
(DSM26961)",B8,1,1,0,2,SB
SB,With mucin,E. tayi,B8P5,P5,2,DSM26961,"E. tayi
(DSM26961)",B8,2,1,0.00599999999999999,2,SB
SB,With mucin,E. tayi,B8P5,P5,3,DSM26961,"E. tayi
(DSM26961)",B8,3,1,0.014,2,SB
SB,With mucin,E. tayi,B8P5,P5,4,DSM26961,"E. tayi
(DSM26961)",B8,4,1,0.019000000000000003,2,SB
SB,With mucin,E. tayi,B8P5,P5,5,DSM26961,"E. tayi
(DSM26961)",B8,5,1,0.02499999999999998,2,SB
SB,With mucin,E. tayi,B8P5,P5,6,DSM26961,"E. tayi
(DSM26961)",B8,6,1,0.02899999999999999,2,SB
SB,With mucin,E. tayi,B8P5,P5,7,DSM26961,"E. tayi
(DSM26961)",B8,7,1,0.03299999999999999,2,SB
SB,With mucin,E. tayi,B8P5,P5,8,DSM26961,"E. tayi
(DSM26961)",B8,8,1,0.04,2,SB
SB,With mucin,E. tayi,B8P5,P5,9,DSM26961,"E. tayi
(DSM26961)",B8,9,1,0.043,2,SB
SB,With mucin,E. tayi,B8P5,P5,10,DSM26961,"E. tayi
(DSM26961)",B8,10,1,0.05800000000000002,2,SB
SB,With mucin,E. tayi,B8P5,P5,11,DSM26961,"E. tayi
(DSM26961)",B8,11,1,0.088,2,SB
SB,With mucin,E. tayi,B8P5,P5,12,DSM26961,"E. tayi
(DSM26961)",B8,12,1,0.115,2,SB
SB,With mucin,E. tayi,B8P5,P5,13,DSM26961,"E. tayi
(DSM26961)",B8,13,1,0.154,2,SB
SB,With mucin,E. tayi,B8P5,P5,14,DSM26961,"E. tayi
(DSM26961)",B8,14,1,0.20099999999999998,2,SB
SB,With mucin,E. tayi,B8P5,P5,15,DSM26961,"E. tayi
(DSM26961)",B8,15,1,0.259,2,SB
SB,With mucin,E. tayi,B8P5,P5,16,DSM26961,"E. tayi
(DSM26961)",B8,16,1,0.34099999999999997,2,SB
SB,With mucin,E. tayi,B8P5,P5,17,DSM26961,"E. tayi
(DSM26961)",B8,17,1,0.436,2,SB
SB,With mucin,E. tayi,B8P5,P5,18,DSM26961,"E. tayi
(DSM26961)",B8,18,1,0.538,2,SB
SB,With mucin,E. tayi,B8P5,P5,19,DSM26961,"E. tayi
(DSM26961)",B8,19,1,0.6339999999999999,2,SB
SB,With mucin,E. tayi,B8P5,P5,20,DSM26961,"E. tayi
(DSM26961)",B8,20,1,0.7,2,SB
SB,With mucin,E. tayi,B8P5,P5,21,DSM26961,"E. tayi
(DSM26961)",B8,21,1,0.752,2,SB
SB,With mucin,E. tayi,B8P5,P5,22,DSM26961,"E. tayi
(DSM26961)",B8,22,1,0.8069999999999998,2,SB
SB,With mucin,E. tayi,B8P5,P5,23,DSM26961,"E. tayi
(DSM26961)",B8,23,1,0.8780000000000001,2,SB
SB,With mucin,E. tayi,B8P5,P5,24,DSM26961,"E. tayi
(DSM26961)",B8,24,1,0.96,2,SB
SB,With mucin,E. tayi,B8P5,P5,25,DSM26961,"E. tayi
(DSM26961)",B8,25,1,1.011,2,SB
SB,With mucin,E. tayi,B8P5,P5,26,DSM26961,"E. tayi
(DSM26961)",B8,26,1,1.051,2,SB
SB,With mucin,E. tayi,B8P5,P5,27,DSM26961,"E. tayi
(DSM26961)",B8,27,1,1.085,2,SB
SB,With mucin,E. tayi,B8P5,P5,28,DSM26961,"E. tayi
(DSM26961)",B8,28,1,1.113,2,SB
SB,With mucin,E. tayi,B8P5,P5,29,DSM26961,"E. tayi
(DSM26961)",B8,29,1,1.145,2,SB
SB,With mucin,E. tayi,B8P5,P5,30,DSM26961,"E. tayi
(DSM26961)",B8,30,1,1.157,2,SB
SB,With mucin,E. tayi,B9P5,P5,0.5,DSM26961,"E. tayi
(DSM26961)",B9,0.5,1,0,3,SB
SB,With mucin,E. tayi,B9P5,P5,1,DSM26961,"E. tayi
(DSM26961)",B9,1,1,9.999999999999905e-4,3,SB
SB,With mucin,E. tayi,B9P5,P5,2,DSM26961,"E. tayi
(DSM26961)",B9,2,1,0.011999999999999999,3,SB
SB,With mucin,E. tayi,B9P5,P5,3,DSM26961,"E. tayi
(DSM26961)",B9,3,1,0.021999999999999978,3,SB
SB,With mucin,E. tayi,B9P5,P5,4,DSM26961,"E. tayi
(DSM26961)",B9,4,1,0.02899999999999999,3,SB
SB,With mucin,E. tayi,B9P5,P5,5,DSM26961,"E. tayi
(DSM26961)",B9,5,1,0.03199999999999999,3,SB
SB,With mucin,E. tayi,B9P5,P5,6,DSM26961,"E. tayi
(DSM26961)",B9,6,1,0.04,3,SB
SB,With mucin,E. tayi,B9P5,P5,7,DSM26961,"E. tayi
(DSM26961)",B9,7,1,0.046,3,SB
SB,With mucin,E. tayi,B9P5,P5,8,DSM26961,"E. tayi
(DSM26961)",B9,8,1,0.055000000000000014,3,SB
SB,With mucin,E. tayi,B9P5,P5,9,DSM26961,"E. tayi
(DSM26961)",B9,9,1,0.056000000000000015,3,SB
SB,With mucin,E. tayi,B9P5,P5,10,DSM26961,"E. tayi
(DSM26961)",B9,10,1,0.07199999999999998,3,SB
SB,With mucin,E. tayi,B9P5,P5,11,DSM26961,"E. tayi
(DSM26961)",B9,11,1,0.10400000000000001,3,SB
SB,With mucin,E. tayi,B9P5,P5,12,DSM26961,"E. tayi
(DSM26961)",B9,12,1,0.13599999999999998,3,SB
SB,With mucin,E. tayi,B9P5,P5,13,DSM26961,"E. tayi
(DSM26961)",B9,13,1,0.177,3,SB
SB,With mucin,E. tayi,B9P5,P5,14,DSM26961,"E. tayi
(DSM26961)",B9,14,1,0.218,3,SB
SB,With mucin,E. tayi,B9P5,P5,15,DSM26961,"E. tayi
(DSM26961)",B9,15,1,0.27,3,SB
SB,With mucin,E. tayi,B9P5,P5,16,DSM26961,"E. tayi
(DSM26961)",B9,16,1,0.35,3,SB
SB,With mucin,E. tayi,B9P5,P5,17,DSM26961,"E. tayi
(DSM26961)",B9,17,1,0.435,3,SB
SB,With mucin,E. tayi,B9P5,P5,18,DSM26961,"E. tayi
(DSM26961)",B9,18,1,0.5229999999999999,3,SB
SB,With mucin,E. tayi,B9P5,P5,19,DSM26961,"E. tayi
(DSM26961)",B9,19,1,0.621,3,SB
SB,With mucin,E. tayi,B9P5,P5,20,DSM26961,"E. tayi
(DSM26961)",B9,20,1,0.7,3,SB
SB,With mucin,E. tayi,B9P5,P5,21,DSM26961,"E. tayi
(DSM26961)",B9,21,1,0.7649999999999998,3,SB
SB,With mucin,E. tayi,B9P5,P5,22,DSM26961,"E. tayi
(DSM26961)",B9,22,1,0.8339999999999999,3,SB
SB,With mucin,E. tayi,B9P5,P5,23,DSM26961,"E. tayi
(DSM26961)",B9,23,1,0.938,3,SB
SB,With mucin,E. tayi,B9P5,P5,24,DSM26961,"E. tayi
(DSM26961)",B9,24,1,1.011,3,SB
SB,With mucin,E. tayi,B9P5,P5,25,DSM26961,"E. tayi
(DSM26961)",B9,25,1,1.028,3,SB
SB,With mucin,E. tayi,B9P5,P5,26,DSM26961,"E. tayi
(DSM26961)",B9,26,1,1.078,3,SB
SB,With mucin,E. tayi,B9P5,P5,27,DSM26961,"E. tayi
(DSM26961)",B9,27,1,1.108,3,SB
SB,With mucin,E. tayi,B9P5,P5,28,DSM26961,"E. tayi
(DSM26961)",B9,28,1,1.134,3,SB
SB,With mucin,E. tayi,B9P5,P5,29,DSM26961,"E. tayi
(DSM26961)",B9,29,1,1.162,3,SB
SB,With mucin,E. tayi,B9P5,P5,30,DSM26961,"E. tayi
(DSM26961)",B9,30,1,1.176,3,SB
SB,With mucin,E. tayi,B7P5,P5,0.5,DSM26961,"E. tayi
(DSM26961)",B7,0.5,1,0,1,SB
SB,With mucin,E. tayi,B7P5,P5,1,DSM26961,"E. tayi
(DSM26961)",B7,1,1,0,1,SB
SB,With mucin,E. tayi,B7P5,P5,2,DSM26961,"E. tayi
(DSM26961)",B7,2,1,0.00599999999999999,1,SB
SB,With mucin,E. tayi,B7P5,P5,3,DSM26961,"E. tayi
(DSM26961)",B7,3,1,0.015999999999999973,1,SB
SB,With mucin,E. tayi,B7P5,P5,4,DSM26961,"E. tayi
(DSM26961)",B7,4,1,0.019999999999999983,1,SB
SB,With mucin,E. tayi,B7P5,P5,5,DSM26961,"E. tayi
(DSM26961)",B7,5,1,0.029999999999999985,1,SB
SB,With mucin,E. tayi,B7P5,P5,6,DSM26961,"E. tayi
(DSM26961)",B7,6,1,0.03499999999999999,1,SB
SB,With mucin,E. tayi,B7P5,P5,7,DSM26961,"E. tayi
(DSM26961)",B7,7,1,0.041999999999999996,1,SB
SB,With mucin,E. tayi,B7P5,P5,8,DSM26961,"E. tayi
(DSM26961)",B7,8,1,0.05300000000000001,1,SB
SB,With mucin,E. tayi,B7P5,P5,9,DSM26961,"E. tayi
(DSM26961)",B7,9,1,0.056000000000000015,1,SB
SB,With mucin,E. tayi,B7P5,P5,10,DSM26961,"E. tayi
(DSM26961)",B7,10,1,0.06799999999999998,1,SB
SB,With mucin,E. tayi,B7P5,P5,11,DSM26961,"E. tayi
(DSM26961)",B7,11,1,0.087,1,SB
SB,With mucin,E. tayi,B7P5,P5,12,DSM26961,"E. tayi
(DSM26961)",B7,12,1,0.115,1,SB
SB,With mucin,E. tayi,B7P5,P5,13,DSM26961,"E. tayi
(DSM26961)",B7,13,1,0.161,1,SB
SB,With mucin,E. tayi,B7P5,P5,14,DSM26961,"E. tayi
(DSM26961)",B7,14,1,0.207,1,SB
SB,With mucin,E. tayi,B7P5,P5,15,DSM26961,"E. tayi
(DSM26961)",B7,15,1,0.255,1,SB
SB,With mucin,E. tayi,B7P5,P5,16,DSM26961,"E. tayi
(DSM26961)",B7,16,1,0.332,1,SB
SB,With mucin,E. tayi,B7P5,P5,17,DSM26961,"E. tayi
(DSM26961)",B7,17,1,0.429,1,SB
SB,With mucin,E. tayi,B7P5,P5,18,DSM26961,"E. tayi
(DSM26961)",B7,18,1,0.534,1,SB
SB,With mucin,E. tayi,B7P5,P5,19,DSM26961,"E. tayi
(DSM26961)",B7,19,1,0.6439999999999999,1,SB
SB,With mucin,E. tayi,B7P5,P5,20,DSM26961,"E. tayi
(DSM26961)",B7,20,1,0.733,1,SB
SB,With mucin,E. tayi,B7P5,P5,21,DSM26961,"E. tayi
(DSM26961)",B7,21,1,0.7949999999999998,1,SB
SB,With mucin,E. tayi,B7P5,P5,22,DSM26961,"E. tayi
(DSM26961)",B7,22,1,0.844,1,SB
SB,With mucin,E. tayi,B7P5,P5,23,DSM26961,"E. tayi
(DSM26961)",B7,23,1,0.883,1,SB
SB,With mucin,E. tayi,B7P5,P5,24,DSM26961,"E. tayi
(DSM26961)",B7,24,1,0.95,1,SB
SB,With mucin,E. tayi,B7P5,P5,25,DSM26961,"E. tayi
(DSM26961)",B7,25,1,1.004,1,SB
SB,With mucin,E. tayi,B7P5,P5,26,DSM26961,"E. tayi
(DSM26961)",B7,26,1,1.049,1,SB
SB,With mucin,E. tayi,B7P5,P5,27,DSM26961,"E. tayi
(DSM26961)",B7,27,1,1.094,1,SB
SB,With mucin,E. tayi,B7P5,P5,28,DSM26961,"E. tayi
(DSM26961)",B7,28,1,1.123,1,SB
SB,With mucin,E. tayi,B7P5,P5,29,DSM26961,"E. tayi
(DSM26961)",B7,29,1,1.153,1,SB
SB,With mucin,E. tayi,B7P5,P5,30,DSM26961,"E. tayi
(DSM26961)",B7,30,1,1.172,1,SB
SB,Without mucin,E. tayi,B2P5,P5,0.5,DSM26961,"E. tayi
(DSM26961)",B2,0.5,1,0,2,SB
SB,Without mucin,E. tayi,B2P5,P5,1,DSM26961,"E. tayi
(DSM26961)",B2,1,1,0.0019999999999999896,2,SB
SB,Without mucin,E. tayi,B2P5,P5,2,DSM26961,"E. tayi
(DSM26961)",B2,2,1,0.013,2,SB
SB,Without mucin,E. tayi,B2P5,P5,3,DSM26961,"E. tayi
(DSM26961)",B2,3,1,0.017,2,SB
SB,Without mucin,E. tayi,B2P5,P5,4,DSM26961,"E. tayi
(DSM26961)",B2,4,1,0.02100000000000001,2,SB
SB,Without mucin,E. tayi,B2P5,P5,5,DSM26961,"E. tayi
(DSM26961)",B2,5,1,0.024000000000000007,2,SB
SB,Without mucin,E. tayi,B2P5,P5,6,DSM26961,"E. tayi
(DSM26961)",B2,6,1,0.025999999999999995,2,SB
SB,Without mucin,E. tayi,B2P5,P5,7,DSM26961,"E. tayi
(DSM26961)",B2,7,1,0.029000000000000005,2,SB
SB,Without mucin,E. tayi,B2P5,P5,8,DSM26961,"E. tayi
(DSM26961)",B2,8,1,0.030000000000000006,2,SB
SB,Without mucin,E. tayi,B2P5,P5,9,DSM26961,"E. tayi
(DSM26961)",B2,9,1,0.03499999999999999,2,SB
SB,Without mucin,E. tayi,B2P5,P5,10,DSM26961,"E. tayi
(DSM26961)",B2,10,1,0.04,2,SB
SB,Without mucin,E. tayi,B2P5,P5,11,DSM26961,"E. tayi
(DSM26961)",B2,11,1,0.047,2,SB
